PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,year,year_str
Michael Doleac,MIA,80,14.7,4.0,1.9,4.1,44.7,0.0,0.0,0.0,0.3,0.5,61.0,0.9,2.3,3.2,0.6,0.3,0.3,0.5,5.5,2004-01-01,2004
Eric Snow,CLE,81,22.7,4.0,1.5,4.0,38.2,0.2,0.6,28.9,0.7,1.0,73.8,0.5,1.5,1.9,3.9,0.8,0.2,1.1,7.0,2004-01-01,2004
Lindsey Hunter,DET,76,15.0,3.8,1.4,4.0,35.8,0.3,1.1,27.4,0.6,0.8,79.3,0.5,1.1,1.6,1.7,0.9,0.2,0.9,4.5,2004-01-01,2004
Eddie Gill,IND,73,14.0,3.7,1.1,3.3,33.5,0.5,1.6,30.8,1.0,1.1,87.7,0.2,1.3,1.5,1.1,0.8,0.1,0.8,4.1,2004-01-01,2004
Walter McCarty,PHX,72,12.6,3.6,1.3,3.3,40.4,0.8,2.2,35.5,0.2,0.4,51.7,0.4,1.5,1.9,0.5,0.3,0.2,0.5,4.0,2004-01-01,2004
Alan Henderson,DAL,78,15.4,3.5,1.5,2.8,52.7,0.0,0.0,0.0,0.5,1.0,53.9,2.1,2.4,4.5,0.3,0.4,0.5,0.6,6.7,2004-01-01,2004
Shawn Bradley,DAL,77,11.5,2.7,1.1,2.4,45.2,0.0,0.0,0.0,0.6,0.8,68.3,0.9,1.9,2.8,0.2,0.3,0.8,0.4,4.8,2004-01-01,2004
Michael Ruffin,WAS,79,16.0,1.4,0.5,1.3,41.4,0.0,0.0,0.0,0.4,0.8,43.3,2.0,2.2,4.2,0.8,0.5,0.5,0.6,5.7,2004-01-01,2004
Kobe Bryant,LAL,80,41.0,35.4,12.2,27.2,45.0,2.3,6.5,34.7,8.7,10.2,85.0,0.9,4.4,5.3,4.5,1.8,0.4,3.1,27.8,2005-01-01,2005
Allen Iverson,PHI,72,43.1,33.0,11.3,25.3,44.7,1.0,3.1,32.3,9.4,11.5,81.4,0.6,2.6,3.2,7.4,1.9,0.1,3.4,26.1,2005-01-01,2005
LeBron James,CLE,79,42.5,31.4,11.1,23.1,48.0,1.6,4.8,33.5,7.6,10.3,73.8,0.9,6.1,7.0,6.6,1.6,0.8,3.3,29.4,2005-01-01,2005
Gilbert Arenas,WAS,80,42.3,29.3,9.3,20.9,44.7,2.5,6.8,36.9,8.2,10.0,82.0,0.7,2.8,3.5,6.1,2.0,0.3,3.7,24.2,2005-01-01,2005
Dwyane Wade,MIA,75,38.6,27.2,9.3,18.8,49.5,0.2,1.0,17.1,8.4,10.7,78.3,1.4,4.3,5.7,6.7,1.9,0.8,3.6,26.9,2005-01-01,2005
Paul Pierce,BOS,79,39.0,26.8,8.7,18.5,47.1,1.4,4.0,35.4,7.9,10.3,77.2,1.0,5.7,6.7,4.7,1.4,0.4,3.5,24.4,2005-01-01,2005
Dirk Nowitzki,DAL,81,38.1,26.6,9.3,19.3,48.0,1.4,3.3,40.6,6.7,7.4,90.1,1.4,7.6,9.0,2.8,0.7,1.0,1.9,27.4,2005-01-01,2005
Carmelo Anthony,DEN,80,36.8,26.5,9.5,19.7,48.1,0.5,1.9,24.3,7.2,8.9,80.8,1.5,3.4,4.9,2.7,1.1,0.5,2.7,21.2,2005-01-01,2005
Michael Redd,MIL,80,39.1,25.4,8.5,19.0,45.0,2.0,5.2,39.5,6.3,7.1,87.7,1.0,3.3,4.3,2.9,1.2,0.1,2.1,20.3,2005-01-01,2005
Ray Allen,SEA,78,38.7,25.1,8.7,19.2,45.4,3.4,8.4,41.2,4.2,4.6,90.3,0.9,3.3,4.3,3.7,1.3,0.2,2.4,21.2,2005-01-01,2005
Elton Brand,LAC,79,39.2,24.7,9.6,18.2,52.7,0.0,0.0,33.3,5.6,7.2,77.5,3.0,7.0,10.0,2.6,1.0,2.5,2.2,28.5,2005-01-01,2005
Vince Carter,NJN,79,36.8,24.2,8.3,19.2,43.0,1.6,4.6,34.1,6.1,7.6,79.9,1.7,4.1,5.8,4.3,1.2,0.7,2.7,21.0,2005-01-01,2005
Jason Richardson,GSW,75,38.4,23.2,8.5,19.2,44.6,2.4,6.4,38.4,3.7,5.5,67.3,1.4,4.4,5.8,3.1,1.3,0.5,2.2,19.3,2005-01-01,2005
Chris Bosh,TOR,70,39.3,22.5,7.8,15.5,50.5,0.0,0.2,0.0,6.8,8.3,81.6,2.9,6.3,9.2,2.6,0.7,1.1,2.2,24.7,2005-01-01,2005
Shawn Marion,PHX,81,40.3,21.8,8.8,16.9,52.5,1.2,3.6,33.1,3.0,3.7,80.9,3.1,8.8,11.8,1.8,2.0,1.7,1.5,28.9,2005-01-01,2005
Kevin Garnett,MIN,76,38.9,21.8,8.2,15.7,52.6,0.1,0.4,26.7,5.2,6.4,81.0,2.8,9.9,12.7,4.1,1.4,1.4,2.4,30.3,2005-01-01,2005
Mike Bibby,SAC,82,38.6,21.1,7.3,16.9,43.2,2.3,6.1,38.6,4.2,4.9,84.9,0.4,2.6,2.9,5.4,1.0,0.1,2.4,17.8,2005-01-01,2005
Antawn Jamison,WAS,82,40.1,20.5,8.0,18.2,44.2,1.8,4.5,39.4,2.6,3.6,73.1,2.0,7.3,9.3,1.9,1.1,0.1,1.7,20.2,2005-01-01,2005
Pau Gasol,MEM,80,39.2,20.4,7.5,14.9,50.3,0.0,0.2,25.0,5.3,7.7,68.9,2.4,6.5,8.9,4.6,0.6,1.9,2.9,23.6,2005-01-01,2005
Mike James,TOR,79,37.0,20.3,7.3,15.5,46.9,2.1,4.8,44.2,3.6,4.3,83.7,0.6,2.7,3.3,5.8,0.9,0.0,2.6,18.8,2005-01-01,2005
Chris Webber,PHI,75,38.6,20.2,8.2,19.0,43.4,0.3,1.0,27.3,3.5,4.6,75.6,2.5,7.4,9.9,3.4,1.4,0.8,2.4,21.4,2005-01-01,2005
Joe Johnson,ATL,82,40.7,20.2,7.7,17.0,45.3,1.6,4.4,35.6,3.2,4.0,79.1,1.2,2.9,4.1,6.5,1.3,0.4,3.3,19.0,2005-01-01,2005
Richard Hamilton,DET,80,35.3,20.1,8.1,16.5,49.1,0.7,1.5,45.8,3.2,3.8,84.5,1.1,2.2,3.2,3.4,0.7,0.2,2.2,16.4,2005-01-01,2005
Rashard Lewis,SEA,78,36.9,20.1,6.9,14.8,46.7,1.8,4.7,38.4,4.5,5.5,81.8,1.4,3.6,5.0,2.3,1.3,0.6,1.8,18.7,2005-01-01,2005
Richard Jefferson,NJN,78,39.2,19.5,6.3,12.9,49.3,0.8,2.4,31.9,6.0,7.4,81.2,1.2,5.6,6.8,3.8,0.8,0.2,2.2,21.0,2005-01-01,2005
Ricky Davis,MIN,78,41.1,19.4,7.5,16.7,44.8,0.9,3.1,30.2,3.5,4.4,79.7,0.8,3.7,4.5,5.1,1.2,0.2,2.7,17.5,2005-01-01,2005
Wally Szczerbiak,BOS,72,37.9,19.0,6.8,14.1,48.7,1.4,3.5,40.0,3.9,4.3,89.7,1.1,3.3,4.3,3.0,0.6,0.3,1.9,17.6,2005-01-01,2005
Tony Parker,SAS,80,33.9,18.9,7.8,14.2,54.8,0.1,0.5,30.6,3.2,4.5,70.7,0.5,2.8,3.3,5.8,1.0,0.1,3.1,18.1,2005-01-01,2005
Steve Nash,PHX,79,35.4,18.8,6.8,13.4,51.2,1.9,4.3,43.9,3.3,3.5,92.1,0.6,3.6,4.2,10.5,0.8,0.2,3.5,24.2,2005-01-01,2005
Al Harrington,ATL,76,36.6,18.6,7.3,16.1,45.2,0.9,2.5,34.6,3.2,4.6,69.4,1.7,5.1,6.9,3.1,1.1,0.2,2.6,17.1,2005-01-01,2005
Tim Duncan,SAS,80,34.8,18.6,7.2,14.8,48.4,0.0,0.1,40.0,4.2,6.7,62.9,2.9,8.1,11.0,3.2,0.9,2.0,2.5,23.1,2005-01-01,2005
Chauncey Billups,DET,81,36.1,18.5,5.2,12.5,41.8,2.3,5.2,43.3,5.7,6.4,89.4,0.5,2.6,3.1,8.6,0.9,0.1,2.1,21.1,2005-01-01,2005
Peja Stojakovic,IND,71,36.6,18.2,6.3,14.3,43.7,2.3,5.7,40.1,3.4,3.7,91.5,1.1,4.7,5.8,1.9,0.6,0.1,1.5,16.9,2005-01-01,2005
Zach Randolph,POR,74,34.4,18.0,7.2,16.6,43.6,0.2,0.7,29.1,3.3,4.6,71.4,2.6,5.4,8.0,1.9,0.8,0.2,2.2,16.0,2005-01-01,2005
Mehmet Okur,UTA,82,35.9,18.0,6.3,13.8,46.0,1.0,2.9,34.2,4.3,5.5,78.0,2.6,6.5,9.1,2.4,0.5,0.9,2.0,20.2,2005-01-01,2005
Caron Butler,WAS,75,36.1,17.6,6.6,14.5,45.5,0.5,1.6,34.2,3.9,4.4,87.0,1.5,4.7,6.2,2.5,1.7,0.2,2.3,17.4,2005-01-01,2005
Sam Cassell,LAC,78,34.0,17.2,6.3,14.3,44.3,0.9,2.4,36.8,3.7,4.3,86.3,0.5,3.2,3.7,6.3,0.9,0.1,2.2,17.5,2005-01-01,2005
Jason Terry,DAL,80,35.0,17.1,6.5,13.7,47.0,2.1,5.2,41.1,2.1,2.6,80.0,0.4,1.6,2.0,3.8,1.3,0.3,1.7,15.0,2005-01-01,2005
David West,NOK,74,34.1,17.1,7.2,14.0,51.2,0.0,0.1,27.3,2.7,3.2,84.3,2.3,5.1,7.4,1.2,0.8,0.9,1.4,18.6,2005-01-01,2005
Ben Gordon,CHI,80,31.0,16.9,6.1,14.4,42.2,2.1,4.8,43.5,2.6,3.4,78.7,0.5,2.2,2.7,3.0,0.9,0.1,2.3,12.3,2005-01-01,2005
Morris Peterson,TOR,82,38.3,16.8,5.8,13.4,43.6,2.2,5.5,39.5,2.9,3.6,82.0,0.8,3.9,4.6,2.3,1.3,0.2,1.5,15.5,2005-01-01,2005
Stephen Jackson,IND,81,35.9,16.4,5.8,14.2,41.1,1.4,4.2,34.5,3.3,4.2,78.6,0.6,3.3,3.9,2.8,1.3,0.5,2.5,13.1,2005-01-01,2005
Chris Paul,NOK,78,36.0,16.1,5.2,12.1,43.0,0.6,2.3,28.2,5.1,6.0,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.3,21.2,2005-01-01,2005
Kirk Hinrich,CHI,81,36.5,15.9,5.6,13.3,41.8,1.6,4.2,37.0,3.2,3.9,81.5,0.4,3.2,3.6,6.3,1.2,0.3,2.3,16.4,2005-01-01,2005
Dwight Howard,ORL,82,36.8,15.8,5.7,10.7,53.1,0.0,0.0,0.0,4.3,7.3,59.5,3.5,9.0,12.5,1.5,0.8,1.4,2.6,21.3,2005-01-01,2005
Zydrunas Ilgauskas,CLE,78,29.3,15.6,5.8,11.4,50.6,0.0,0.1,0.0,4.1,4.9,83.4,3.1,4.4,7.6,1.2,0.5,1.7,2.0,18.2,2005-01-01,2005
Rasheed Wallace,DET,80,34.8,15.1,5.7,13.3,43.0,1.9,5.4,35.7,1.7,2.3,74.3,1.1,5.7,6.8,2.3,1.0,1.6,1.1,17.6,2005-01-01,2005
Brad Miller,SAC,79,37.0,15.0,5.5,11.1,49.5,0.4,1.1,38.6,3.5,4.3,82.8,1.5,6.2,7.8,4.7,0.8,0.8,2.3,20.4,2005-01-01,2005
Hedo Turkoglu,ORL,78,33.5,14.9,5.1,11.2,45.4,1.5,3.6,40.3,3.3,3.8,86.1,0.9,3.4,4.3,2.8,0.9,0.3,1.7,14.8,2005-01-01,2005
Lamar Odom,LAL,80,40.3,14.8,5.6,11.6,48.1,1.0,2.7,37.2,2.7,3.9,69.0,2.3,7.0,9.2,5.5,0.9,0.8,2.7,21.5,2005-01-01,2005
Cuttino Mobley,LAC,79,37.7,14.8,5.4,12.8,42.6,1.1,3.1,33.9,2.9,3.5,83.9,0.6,3.7,4.3,3.0,1.2,0.5,1.8,14.1,2005-01-01,2005
Raja Bell,PHX,79,37.5,14.7,5.4,11.8,45.7,2.5,5.6,44.2,1.5,1.8,78.8,0.6,2.6,3.2,2.6,1.0,0.3,1.1,13.9,2005-01-01,2005
Steve Francis,NYK,70,34.2,14.4,4.8,10.9,43.5,0.4,1.2,30.1,4.5,5.7,78.7,1.1,3.1,4.1,4.9,1.1,0.2,3.1,14.3,2005-01-01,2005
Jamal Crawford,NYK,79,32.3,14.3,4.6,11.1,41.6,1.3,3.7,34.5,3.7,4.5,82.6,0.5,2.7,3.1,3.8,1.1,0.2,2.2,13.0,2005-01-01,2005
Luol Deng,CHI,78,33.4,14.3,5.7,12.2,46.3,0.3,1.0,26.9,2.7,3.5,75.0,1.6,5.0,6.6,1.9,0.9,0.6,1.3,15.5,2005-01-01,2005
Tayshaun Prince,DET,82,35.3,14.1,5.5,12.2,45.5,0.8,2.2,35.0,2.2,2.9,76.5,1.3,3.0,4.2,2.3,0.8,0.5,1.1,13.4,2005-01-01,2005
Troy Murphy,GSW,74,34.0,14.0,4.9,11.3,43.3,0.8,2.4,32.0,3.4,4.3,78.7,2.6,7.4,10.0,1.4,0.6,0.4,1.5,17.6,2005-01-01,2005
Andre Miller,DEN,82,35.8,13.7,4.9,10.6,46.3,0.1,0.3,18.5,3.8,5.2,73.8,1.1,3.2,4.3,8.2,1.3,0.2,3.1,17.6,2005-01-01,2005
Mike Miller,MEM,74,30.6,13.7,4.8,10.3,46.6,1.9,4.6,40.7,2.3,2.8,80.0,0.6,4.8,5.4,2.7,0.7,0.4,1.9,14.9,2005-01-01,2005
Eddy Curry,NYK,72,25.9,13.6,4.7,8.3,56.3,0.0,0.0,0.0,4.3,6.8,63.2,2.0,4.0,6.0,0.3,0.4,0.8,2.5,12.4,2005-01-01,2005
Nenad Krstic,NJN,80,30.9,13.5,5.6,11.0,50.7,0.0,0.1,25.0,2.3,3.3,69.8,2.3,4.1,6.4,1.1,0.4,0.8,1.7,14.1,2005-01-01,2005
Bobby Simmons,MIL,75,33.8,13.4,4.9,10.8,45.3,1.4,3.3,42.0,2.2,2.7,82.5,1.2,3.2,4.4,2.3,1.1,0.3,1.6,13.5,2005-01-01,2005
Boris Diaw,PHX,81,35.5,13.3,5.5,10.5,52.6,0.1,0.4,26.7,2.1,2.9,73.1,2.0,4.9,6.9,6.2,0.7,1.0,2.3,20.1,2005-01-01,2005
Jason Kidd,NJN,80,37.2,13.3,4.6,11.3,40.4,1.7,4.9,35.2,2.4,3.1,79.5,1.1,6.2,7.3,8.4,1.9,0.4,2.4,21.4,2005-01-01,2005
Derek Fisher,GSW,82,31.6,13.3,4.4,10.8,41.0,1.4,3.6,39.7,3.0,3.6,83.3,0.4,2.1,2.6,4.3,1.5,0.1,1.9,12.9,2005-01-01,2005
Charlie Villanueva,TOR,81,29.1,13.0,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2.0,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,14.0,2005-01-01,2005
Andres Nocioni,CHI,82,27.3,13.0,4.7,10.1,46.1,1.1,2.9,39.1,2.5,3.0,84.3,1.1,5.0,6.1,1.4,0.5,0.6,1.5,14.2,2005-01-01,2005
Matt Harpring,UTA,71,27.4,12.5,4.5,9.5,47.5,0.2,0.5,35.9,3.2,4.4,72.5,2.2,3.0,5.2,1.4,0.8,0.2,1.5,12.3,2005-01-01,2005
Primoz Brezec,CHA,79,27.4,12.4,5.2,10.0,51.7,0.0,0.0,0.0,2.1,2.8,73.2,2.3,3.3,5.6,0.6,0.2,0.4,1.1,12.5,2005-01-01,2005
Jalen Rose,NYK,72,27.5,12.3,4.0,9.5,42.3,0.8,2.4,34.3,3.4,4.4,78.0,0.4,2.5,2.9,2.5,0.4,0.2,1.6,10.3,2005-01-01,2005
Shareef Abdur-Rahim,SAC,72,27.2,12.3,4.6,8.8,52.5,0.1,0.3,22.7,3.0,3.9,78.4,1.5,3.5,5.0,2.1,0.7,0.6,1.5,14.1,2005-01-01,2005
Juan Dixon,POR,76,25.3,12.3,4.7,10.8,43.5,0.9,2.2,38.2,2.1,2.6,80.4,0.4,1.9,2.3,2.0,0.8,0.1,1.5,9.3,2005-01-01,2005
Andre Iguodala,PHI,82,37.6,12.3,4.2,8.4,50.0,0.7,1.9,35.4,3.2,4.3,75.4,1.4,4.4,5.9,3.1,1.6,0.3,1.9,16.0,2005-01-01,2005
Speedy Claxton,NOK,71,28.4,12.3,4.3,10.4,41.3,0.2,0.9,27.0,3.5,4.5,76.9,0.5,2.2,2.7,4.8,1.5,0.1,2.2,12.1,2005-01-01,2005
Antoine Walker,MIA,82,26.8,12.2,4.8,11.0,43.5,1.7,4.7,35.8,1.0,1.6,62.8,1.3,3.9,5.1,2.0,0.6,0.4,1.8,11.7,2005-01-01,2005
T.J. Ford,MIL,72,35.5,12.2,4.6,11.0,41.6,0.5,1.4,33.7,2.6,3.4,75.4,0.9,3.4,4.3,6.6,1.4,0.1,3.0,14.3,2005-01-01,2005
Ruben Patterson,DEN,71,25.3,12.1,4.6,8.9,51.5,0.0,0.2,7.7,2.9,4.8,60.1,1.7,1.8,3.4,1.8,1.1,0.3,2.1,10.3,2005-01-01,2005
Chris Kaman,LAC,78,32.8,11.9,4.7,9.1,52.3,0.0,0.0,0.0,2.5,3.2,77.0,2.4,7.2,9.6,1.0,0.6,1.4,2.3,17.2,2005-01-01,2005
Raymond Felton,CHA,80,30.1,11.9,4.3,11.0,39.1,1.2,3.4,35.8,2.0,2.8,72.5,1.0,2.4,3.3,5.6,1.3,0.1,2.3,12.4,2005-01-01,2005
Eddie Jones,MEM,75,32.5,11.8,3.9,9.6,40.4,1.8,5.0,35.6,2.2,2.9,78.1,0.5,3.3,3.7,2.4,1.7,0.4,1.2,12.4,2005-01-01,2005
Juwan Howard,HOU,80,31.7,11.8,4.9,10.7,45.9,0.0,0.1,0.0,1.9,2.4,80.6,2.1,4.6,6.7,1.4,0.6,0.1,1.7,12.6,2005-01-01,2005
Delonte West,BOS,71,34.1,11.8,4.7,9.6,48.7,1.2,3.1,38.5,1.2,1.4,85.1,0.8,3.3,4.1,4.6,1.2,0.6,1.9,15.3,2005-01-01,2005
Zaza Pachulia,ATL,78,31.4,11.7,3.9,8.7,45.1,0.0,0.0,0.0,3.8,5.2,73.5,3.4,4.5,7.9,1.7,1.1,0.5,2.3,14.4,2005-01-01,2005
Luke Ridnour,SEA,79,33.2,11.5,4.2,10.1,41.8,0.5,1.9,28.9,2.5,2.9,87.7,0.6,2.4,3.0,7.0,1.6,0.3,2.1,15.0,2005-01-01,2005
Mike Dunleavy,GSW,81,31.8,11.5,4.1,10.1,40.6,0.9,3.2,28.5,2.4,3.1,77.8,1.0,4.0,4.9,2.9,0.7,0.4,1.5,12.3,2005-01-01,2005
Smush Parker,LAL,82,33.8,11.5,4.2,9.5,44.7,1.5,4.0,36.6,1.5,2.2,69.4,0.5,2.9,3.3,3.7,1.7,0.2,1.8,12.6,2005-01-01,2005
Kyle Korver,PHI,82,31.3,11.5,4.0,9.3,43.0,2.2,5.3,42.0,1.2,1.5,84.9,0.3,3.0,3.3,2.0,0.8,0.3,1.2,11.1,2005-01-01,2005
Bobby Jackson,MEM,71,25.0,11.4,4.0,10.5,38.2,1.8,4.7,38.9,1.5,2.1,73.3,0.6,2.5,3.1,2.7,0.9,0.0,1.4,9.7,2005-01-01,2005
Mark Blount,MIN,81,27.7,11.3,4.6,9.1,50.8,0.0,0.0,0.0,2.1,2.7,75.7,1.2,3.3,4.5,1.2,0.5,0.9,2.4,10.9,2005-01-01,2005
Josh Smith,ATL,80,32.0,11.3,4.1,9.7,42.5,0.4,1.4,30.9,2.6,3.7,71.9,2.2,4.4,6.6,2.4,0.8,2.6,2.0,15.1,2005-01-01,2005
Flip Murray,CLE,76,27.8,11.2,4.2,10.1,41.8,0.5,1.9,26.2,2.3,3.2,71.1,0.4,1.6,2.0,2.6,0.9,0.1,1.8,8.3,2005-01-01,2005
DeShawn Stevenson,ORL,82,32.3,11.0,4.4,9.5,46.0,0.0,0.2,13.3,2.2,3.0,74.4,0.7,2.2,2.9,2.0,0.7,0.2,1.5,9.4,2005-01-01,2005
Desmond Mason,NOK,70,30.0,10.8,3.9,9.9,39.9,0.0,0.1,16.7,2.9,4.3,68.2,0.9,3.3,4.3,0.9,0.6,0.2,1.6,7.9,2005-01-01,2005
Kevin Martin,SAC,72,26.6,10.8,3.6,7.6,48.0,0.9,2.5,36.9,2.6,3.1,84.7,0.8,2.8,3.6,1.3,0.8,0.1,1.1,11.1,2005-01-01,2005
Deron Williams,UTA,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2.0,2.4,4.5,0.8,0.2,1.8,10.5,2005-01-01,2005
Drew Gooden,CLE,79,27.5,10.7,4.2,8.3,51.2,0.0,0.0,33.3,2.2,3.3,68.2,3.0,5.4,8.4,0.7,0.7,0.6,1.3,14.7,2005-01-01,2005
Jumaine Jones,CHA,76,27.5,10.5,3.9,9.7,40.5,1.5,4.4,34.3,1.2,1.6,72.7,1.4,3.6,4.9,0.8,0.9,0.3,1.0,10.3,2005-01-01,2005
Michael Finley,SAS,77,26.5,10.1,3.7,9.0,41.2,1.4,3.6,39.4,1.3,1.5,85.2,0.4,2.8,3.2,1.5,0.5,0.1,0.8,9.1,2005-01-01,2005
Shane Battier,MEM,81,35.0,10.1,3.7,7.7,48.8,0.8,2.0,39.4,1.8,2.6,70.7,2.0,3.3,5.3,1.7,1.1,1.4,1.1,13.8,2005-01-01,2005
Josh Childress,ATL,74,30.4,10.0,3.8,6.8,55.2,0.4,0.9,49.2,2.1,2.7,76.6,1.8,3.4,5.2,1.8,1.2,0.5,1.4,13.7,2005-01-01,2005
David Wesley,HOU,71,33.4,9.9,3.2,7.9,40.3,1.4,3.8,36.5,2.1,2.6,80.7,0.3,2.2,2.5,2.9,0.8,0.1,1.7,9.3,2005-01-01,2005
Eddie House,PHX,81,17.5,9.8,4.0,9.4,42.2,1.5,3.9,38.9,0.4,0.5,80.5,0.2,1.4,1.6,1.8,0.5,0.1,0.9,7.5,2005-01-01,2005
Vladimir Radmanovic,LAC,77,25.6,9.8,3.4,8.4,40.7,1.8,4.6,39.0,1.2,1.5,81.6,0.8,3.8,4.6,1.8,0.8,0.4,1.2,11.0,2005-01-01,2005
Antonio Daniels,WAS,80,28.5,9.6,2.9,6.9,41.8,0.3,1.3,22.8,3.6,4.2,84.5,0.2,1.9,2.2,3.6,0.7,0.1,1.1,10.3,2005-01-01,2005
Chucky Atkins,MEM,71,24.1,9.5,3.2,8.1,39.4,1.4,3.9,35.4,1.8,2.3,79.1,0.3,1.4,1.7,2.8,0.6,0.0,1.2,8.1,2005-01-01,2005
Andrew Bogut,MIL,82,28.6,9.4,3.9,7.4,53.3,0.0,0.0,0.0,1.5,2.4,62.9,2.3,4.7,7.0,2.3,0.6,0.8,1.5,14.3,2005-01-01,2005
Udonis Haslem,MIA,81,30.8,9.3,3.7,7.3,50.8,0.0,0.0,0.0,1.9,2.5,78.9,2.1,5.8,7.8,1.2,0.6,0.2,1.0,14.1,2005-01-01,2005
James Jones,PHX,75,23.6,9.3,3.2,7.7,41.8,1.5,3.8,38.6,1.4,1.6,85.1,0.6,2.8,3.4,0.8,0.5,0.7,0.5,9.4,2005-01-01,2005
Nate Robinson,NYK,72,21.4,9.3,3.2,7.8,40.7,0.8,2.0,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2.0,0.8,0.0,1.6,7.6,2005-01-01,2005
Donyell Marshall,CLE,81,25.6,9.3,3.3,8.3,39.5,1.6,4.9,32.4,1.1,1.5,74.8,1.3,4.8,6.1,0.7,0.7,0.5,1.1,10.8,2005-01-01,2005
Trenton Hassell,MIN,77,32.6,9.2,3.7,8.0,46.4,0.1,0.3,30.4,1.7,2.3,74.4,1.1,1.7,2.8,2.6,0.6,0.4,1.6,9.1,2005-01-01,2005
Anthony Johnson,IND,75,26.4,9.2,3.6,8.0,44.3,0.7,2.1,32.9,1.4,1.9,75.2,0.4,1.8,2.2,4.3,0.8,0.3,1.5,10.4,2005-01-01,2005
Jamaal Magloire,MIL,82,30.1,9.2,3.5,7.5,46.7,0.0,0.0,0.0,2.2,4.1,53.5,2.7,6.8,9.5,0.7,0.4,1.0,2.0,12.8,2005-01-01,2005
Kenny Thomas,SAC,82,28.0,9.1,3.7,7.4,50.5,0.0,0.0,0.0,1.7,2.5,67.6,2.4,5.1,7.5,2.0,0.9,0.5,1.6,14.0,2005-01-01,2005
P.J. Brown,NOK,75,31.7,9.0,3.6,7.8,46.1,0.0,0.0,0.0,1.9,2.2,82.7,2.4,4.9,7.3,1.2,0.6,0.7,1.2,13.0,2005-01-01,2005
Earl Watson,SEA,70,22.5,8.9,3.1,7.3,43.0,1.6,3.9,40.4,1.1,1.6,67.6,0.3,1.9,2.3,4.1,1.0,0.1,1.9,9.8,2005-01-01,2005
Luther Head,HOU,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,9.4,2005-01-01,2005
Chris Duhon,CHI,74,29.1,8.7,2.9,7.3,40.0,1.4,3.8,36.0,1.6,1.9,81.8,0.4,2.6,3.0,5.0,0.9,0.0,1.6,11.4,2005-01-01,2005
Rasual Butler,NOK,79,23.7,8.7,3.3,8.0,40.6,1.2,3.1,38.0,1.0,1.4,69.3,0.6,2.3,2.9,0.5,0.4,0.6,0.8,7.1,2005-01-01,2005
Keith Bogans,HOU,72,26.6,8.6,3.0,7.6,39.5,0.9,2.8,32.5,1.8,2.6,68.3,0.8,2.8,3.5,1.8,1.0,0.1,1.3,8.4,2005-01-01,2005
Marvin Williams,ATL,79,24.7,8.5,3.0,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.8,0.6,0.3,1.1,9.5,2005-01-01,2005
Chris Wilcox,SEA,77,19.9,8.1,3.3,5.8,57.1,0.0,0.0,0.0,1.5,2.0,73.2,1.5,3.8,5.3,0.7,0.4,0.4,0.9,11.0,2005-01-01,2005
Rashad McCants,MIN,79,17.2,7.9,3.1,6.8,45.0,0.8,2.3,37.2,1.0,1.3,73.6,0.4,1.4,1.8,0.8,0.6,0.3,1.1,6.2,2005-01-01,2005
Brian Cook,LAL,81,19.0,7.9,3.2,6.3,51.1,0.4,1.0,42.9,1.0,1.2,83.2,1.1,2.3,3.4,0.9,0.5,0.4,0.8,9.0,2005-01-01,2005
Tony Battie,ORL,82,27.0,7.9,3.4,6.7,50.7,0.0,0.1,0.0,1.1,1.6,66.4,1.8,3.8,5.6,0.6,0.6,0.8,1.1,10.5,2005-01-01,2005
Marko Jaric,MIN,75,28.0,7.8,3.0,7.5,39.9,0.5,1.8,30.1,1.3,1.8,68.8,0.8,2.3,3.1,3.9,1.4,0.3,1.7,9.8,2005-01-01,2005
Raef LaFrentz,BOS,82,24.8,7.8,2.9,6.7,43.1,1.4,3.5,39.2,0.6,0.9,68.0,1.0,4.0,5.0,1.4,0.4,0.9,0.8,10.5,2005-01-01,2005
Antonio McDyess,DET,82,21.1,7.8,3.5,6.8,50.9,0.0,0.0,0.0,0.8,1.5,55.7,1.9,3.4,5.3,1.1,0.6,0.6,0.9,10.4,2005-01-01,2005
Gary Payton,MIA,81,28.5,7.7,2.8,6.8,42.0,0.8,2.8,28.7,1.2,1.6,79.4,0.4,2.5,2.9,3.2,0.9,0.1,1.3,9.3,2005-01-01,2005
Matt Carroll,CHA,78,16.3,7.6,2.5,6.1,40.3,0.9,2.4,38.9,1.8,2.2,82.1,0.4,1.6,2.0,0.4,0.6,0.1,0.6,6.2,2005-01-01,2005
